waypoint_index,elapsed_seconds,delta_seconds,speed_kmh,x,y,z
998,49.64999999999926,0.04999999999999716,192.43114013671877,544.142578125,605.8345947265625,0.0
999,49.69999999999926,0.04999999999999716,192.86563568115236,542.4219970703125,604.8150024414062,0.0
1000,49.69999999999926,0.04999999999999716,192.86563568115236,540.701416015625,603.79541015625,0.0
1001,49.749999999999254,0.04999999999999716,193.29885406494142,538.9808349609375,602.7758178710938,0.0
1002,49.79999999999925,0.04999999999999716,193.73072662353516,537.26025390625,601.7562255859375,0.0
1003,49.84999999999925,0.04999999999999716,194.16117095947266,535.5396728515625,600.7366333007812,0.0
1004,49.84999999999925,0.04999999999999716,194.16117095947266,533.819091796875,599.717041015625,0.0
1005,49.899999999999245,0.04999999999999716,194.59007720947267,532.0984497070312,598.6974487304688,0.0
1006,49.94999999999924,0.04999999999999716,195.01729431152344,530.3778686523438,597.6778564453125,0.0
1007,49.99999999999924,0.04999999999999716,195.44273986816407,528.6572875976562,596.658203125,0.0
1008,49.99999999999924,0.04999999999999716,195.44273986816407,526.9367065429688,595.6386108398438,0.0
1009,50.04999999999924,0.04999999999999716,195.86631774902344,525.2161254882812,594.6190185546875,0.0
1010,50.099999999999234,0.04999999999999716,196.28784942626953,523.4955444335938,593.5994262695312,0.0
1011,50.14999999999923,0.04999999999999716,196.7073211669922,521.7749633789062,592.579833984375,0.0
1012,50.14999999999923,0.04999999999999716,196.7073211669922,520.0559692382812,591.5576171875,0.0
1013,50.19999999999923,0.04999999999999716,197.12444458007812,518.3410034179688,590.528564453125,0.0
1014,50.249999999999226,0.04999999999999716,197.53919219970703,516.6301879882812,589.49267578125,0.0
1015,50.29999999999922,0.04999999999999716,197.9516326904297,514.9235229492188,588.4498901367188,0.0
1016,50.29999999999922,0.04999999999999716,197.9516326904297,513.2210693359375,587.400390625,0.0
1017,50.34999999999922,0.04999999999999716,198.36128540039064,511.52276611328125,586.343994140625,0.0
1018,50.34999999999922,0.04999999999999716,198.36128540039064,509.82879638671875,585.2808837890625,0.0
1019,50.39999999999922,0.04999999999999716,198.76831512451173,508.1390075683594,584.2109375,0.0
1020,50.449999999999214,0.04999999999999716,199.17257080078124,506.4535217285156,583.13427734375,0.0
1021,50.449999999999214,0.04999999999999716,199.17257080078124,504.77239990234375,582.0509033203125,0.0
1022,50.49999999999921,0.04999999999999716,199.57395629882814,503.0955810546875,580.9608154296875,0.0
1023,50.54999999999921,0.04999999999999716,199.9725128173828,501.42315673828125,579.8639526367188,0.0
1024,50.54999999999921,0.04999999999999716,199.9725128173828,499.755126953125,578.760498046875,0.0
1025,50.599999999999206,0.04999999999999716,200.36815795898437,498.091552734375,577.6503295898438,0.0
1026,50.6499999999992,0.04999999999999716,200.76097412109377,496.4324035644531,576.5335693359375,0.0
1027,50.6999999999992,0.04999999999999716,201.15098876953127,494.7777404785156,575.4100952148438,0.0
1028,50.6999999999992,0.04999999999999716,201.15098876953127,493.1275634765625,574.280029296875,0.0
1029,50.7499999999992,0.04999999999999716,201.5382843017578,491.4819641113281,573.1434326171875,0.0
1030,50.799999999999194,0.04999999999999716,201.922998046875,489.84088134765625,572.000244140625,0.0
1031,50.799999999999194,0.04999999999999716,201.922998046875,488.20440673828125,570.8504638671875,0.0
1032,50.84999999999919,0.04999999999999716,202.3050064086914,486.5725402832031,569.6942138671875,0.0
1033,50.89999999999919,0.04999999999999716,202.68481750488283,484.9453125,568.5313720703125,0.0
1034,50.949999999999186,0.04999999999999716,203.06251373291016,483.32275390625,567.362060546875,0.0
1035,50.949999999999186,0.04999999999999716,203.06251373291016,481.70489501953125,566.186279296875,0.0
1036,50.99999999999918,0.04999999999999716,203.4383560180664,480.09173583984375,565.0040283203125,0.0
1037,51.04999999999918,0.04999999999999716,203.81260528564454,478.4833068847656,563.8153076171875,0.0
1038,51.04999999999918,0.04999999999999716,203.81260528564454,476.8796691894531,562.6202392578125,0.0
1039,51.09999999999918,0.04999999999999716,204.1855224609375,475.28082275390625,561.418701171875,0.0
1040,51.149999999999174,0.04999999999999716,204.55731353759765,473.686767578125,560.2108154296875,0.0
1041,51.149999999999174,0.04999999999999716,204.55731353759765,472.09759521484375,558.9965209960938,0.0
1042,51.19999999999917,0.04999999999999716,204.9283905029297,470.5132751464844,557.77587890625,0.0
1043,51.24999999999917,0.04999999999999716,205.29900054931642,468.933837890625,556.5489501953125,0.0
1044,51.299999999999166,0.04999999999999716,205.66922607421876,467.3593444824219,555.315673828125,0.0
1045,51.299999999999166,0.04999999999999716,205.66922607421876,465.7897644042969,554.076171875,0.0
1046,51.34999999999916,0.04999999999999716,206.0395751953125,464.2251892089844,552.830322265625,0.0
1047,51.39999999999916,0.04999999999999716,206.4101577758789,462.66558837890625,551.5782470703125,0.0
1048,51.39999999999916,0.04999999999999716,206.4101577758789,461.11102294921875,550.3199462890625,0.0
1049,51.44999999999916,0.04999999999999716,206.78127593994142,459.5611267089844,549.055908203125,0.0
1050,51.499999999999154,0.04999999999999716,207.1530532836914,458.01220703125,547.7906494140625,0.0
1051,51.499999999999154,0.04999999999999716,207.1530532836914,456.46331787109375,546.525390625,0.0
1052,51.54999999999915,0.04999999999999716,207.5256546020508,454.9143981933594,545.2601318359375,0.0
1053,51.59999999999915,0.04999999999999716,207.8992446899414,453.3655090332031,543.9948120117188,0.0
1054,51.649999999999146,0.04999999999999716,208.27386474609375,451.8166198730469,542.7295532226562,0.0
1055,51.649999999999146,0.04999999999999716,208.27386474609375,450.2677001953125,541.4642944335938,0.0
1056,51.69999999999914,0.04999999999999716,208.6496795654297,448.71881103515625,540.1990356445312,0.0
1057,51.74999999999914,0.04999999999999716,209.02667541503908,447.1698913574219,538.9337768554688,0.0
1058,51.79999999999914,0.04999999999999716,209.40486602783204,445.6210021972656,537.6685180664062,0.0
1059,51.79999999999914,0.04999999999999716,209.40486602783204,444.0721130371094,536.4032592773438,0.0
1060,51.849999999999135,0.04999999999999716,209.78426513671874,442.523193359375,535.137939453125,0.0
1061,51.89999999999913,0.04999999999999716,210.1647903442383,440.97430419921875,533.8726806640625,0.0
1062,51.94999999999913,0.04999999999999716,210.54640045166016,439.4253845214844,532.607421875,0.0
1063,51.94999999999913,0.04999999999999716,210.54640045166016,437.87677001953125,531.341796875,0.0
1064,51.999999999999126,0.04999999999999716,210.92901306152345,436.33203125,530.0714721679688,0.0
1065,52.04999999999912,0.04999999999999716,211.31253204345703,434.7923889160156,528.794921875,0.0
1066,52.04999999999912,0.04999999999999716,211.31253204345703,433.25787353515625,527.5122680664062,0.0
1067,52.09999999999912,0.04999999999999716,211.6967788696289,431.728515625,526.2235107421875,0.0
1068,52.14999999999912,0.04999999999999716,212.0817123413086,430.2043151855469,524.9285888671875,0.0
1069,52.14999999999912,0.04999999999999716,212.0817123413086,428.685302734375,523.6275634765625,0.0
1070,52.199999999999115,0.04999999999999716,212.46716766357423,427.1714782714844,522.3204956054688,0.0
1071,52.24999999999911,0.04999999999999716,212.85300750732424,425.6629333496094,521.0073852539062,0.0
1072,52.24999999999911,0.04999999999999716,212.85300750732424,424.1596374511719,519.688232421875,0.0
1073,52.29999999999911,0.04999999999999716,213.23903961181642,422.6616516113281,518.3631591796875,0.0
1074,52.29999999999911,0.04999999999999716,213.23903961181642,421.1689453125,517.031982421875,0.0
1075,52.349999999999106,0.04999999999999716,213.6252639770508,419.68157958984375,515.6949462890625,0.0
1076,52.349999999999106,0.04999999999999716,213.6252639770508,418.1995849609375,514.3519287109375,0.0
1077,52.3999999999991,0.04999999999999716,214.011474609375,416.7229919433594,513.0029907226562,0.0
1078,52.4499999999991,0.04999999999999716,214.39757537841797,415.25177001953125,511.6481628417969,0.0
1079,52.4499999999991,0.04999999999999716,214.39757537841797,413.7860107421875,510.2874755859375,0.0
1080,52.4999999999991,0.04999999999999716,214.7834701538086,412.3236999511719,508.92303466796875,0.0
1081,52.549999999999095,0.04999999999999716,215.1690902709961,410.8614501953125,507.5585632324219,0.0
1082,52.549999999999095,0.04999999999999716,215.1690902709961,409.399169921875,506.1941223144531,0.0
1083,52.59999999999909,0.04999999999999716,215.55425720214845,407.9368896484375,504.82965087890625,0.0
1084,52.64999999999909,0.04999999999999716,215.9389846801758,406.4746398925781,503.4651794433594,0.0
1085,52.64999999999909,0.04999999999999716,215.9389846801758,405.0123596191406,502.1007080078125,0.0
1086,52.699999999999086,0.04999999999999716,216.32310791015627,403.55010986328125,500.7362365722656,0.0
1087,52.74999999999908,0.04999999999999716,216.70662689208984,402.08782958984375,499.37176513671875,0.0
1088,52.74999999999908,0.04999999999999716,216.70662689208984,400.62554931640625,498.00732421875,0.0
1089,52.79999999999908,0.04999999999999716,217.08948669433593,399.1632995605469,496.6428527832031,0.0
1090,52.84999999999908,0.04999999999999716,217.47161865234375,397.7010192871094,495.27838134765625,0.0
1091,52.84999999999908,0.04999999999999716,217.47161865234375,396.2387390136719,493.9139099121094,0.0
1092,52.899999999999075,0.04999999999999716,217.85299530029297,394.7764892578125,492.5494384765625,0.0
1093,52.94999999999907,0.04999999999999716,218.23357543945312,393.314208984375,491.18499755859375,0.0
1094,52.94999999999907,0.04999999999999716,218.23357543945312,391.8519287109375,489.8205261230469,0.0
1095,52.99999999999907,0.04999999999999716,218.61331787109376,390.3896789550781,488.4560546875,0.0
1096,53.049999999999066,0.04999999999999716,218.99216766357424,388.9273986816406,487.0915832519531,0.0
1097,53.049999999999066,0.04999999999999716,218.99216766357424,387.4651184082031,485.72711181640625,0.0
1098,53.09999999999906,0.04999999999999716,219.3701385498047,386.00286865234375,484.3626403808594,0.0
1099,53.14999999999906,0.04999999999999716,219.747216796875,384.54058837890625,482.9981689453125,0.0
1100,53.14999999999906,0.04999999999999716,219.747216796875,383.07830810546875,481.63372802734375,0.0
1101,53.19999999999906,0.04999999999999716,220.12334747314455,381.6160583496094,480.2692565917969,0.0
1102,53.249999999999055,0.04999999999999716,220.49854431152343,380.1537780761719,478.90478515625,0.0
1103,53.249999999999055,0.04999999999999716,220.49854431152343,378.6915283203125,477.5403137207031,0.0
1104,53.29999999999905,0.04999999999999716,220.87283477783203,377.229248046875,476.17584228515625,0.0
1105,53.34999999999905,0.04999999999999716,221.24616394042968,375.7669677734375,474.8114013671875,0.0
1106,53.34999999999905,0.04999999999999716,221.24616394042968,374.3047180175781,473.4469299316406,0.0
1107,53.39999999999905,0.04999999999999716,221.6185729980469,372.8424377441406,472.08245849609375,0.0
1108,53.449999999999044,0.04999999999999716,221.9900894165039,371.3801574707031,470.7179870605469,0.0
1109,53.449999999999044,0.04999999999999716,221.9900894165039,369.91790771484375,469.353515625,0.0
1110,53.49999999999904,0.04999999999999716,222.36065826416015,368.45562744140625,467.9890441894531,0.0
